pais,continente,anio,variable,valor
Marruecos,África,1987,esperanza_de_vida,62.677
Marruecos,África,1992,esperanza_de_vida,65.393
Marruecos,África,1997,esperanza_de_vida,67.66
Marruecos,África,2002,esperanza_de_vida,69.615
Marruecos,África,2007,esperanza_de_vida,71.164
Mozambique,África,1952,esperanza_de_vida,31.286
Mozambique,África,1957,esperanza_de_vida,33.779
Mozambique,África,1962,esperanza_de_vida,36.161
Mozambique,África,1967,esperanza_de_vida,38.113
Mozambique,África,1972,esperanza_de_vida,40.328
Mozambique,África,1977,esperanza_de_vida,42.495
Mozambique,África,1982,esperanza_de_vida,42.795
Mozambique,África,1987,esperanza_de_vida,42.861
Mozambique,África,1992,esperanza_de_vida,44.284
Mozambique,África,1997,esperanza_de_vida,46.344
Mozambique,África,2002,esperanza_de_vida,44.026
Mozambique,África,2007,esperanza_de_vida,42.082
Myanmar,Asia,1952,esperanza_de_vida,36.319
Myanmar,Asia,1957,esperanza_de_vida,41.905
Myanmar,Asia,1962,esperanza_de_vida,45.108
Myanmar,Asia,1967,esperanza_de_vida,49.379
Myanmar,Asia,1972,esperanza_de_vida,53.07
Myanmar,Asia,1977,esperanza_de_vida,56.059
Myanmar,Asia,1982,esperanza_de_vida,58.056
Myanmar,Asia,1987,esperanza_de_vida,58.339
Myanmar,Asia,1992,esperanza_de_vida,59.32
Myanmar,Asia,1997,esperanza_de_vida,60.328
Myanmar,Asia,2002,esperanza_de_vida,59.908
Myanmar,Asia,2007,esperanza_de_vida,62.069
Namibia,África,1952,esperanza_de_vida,41.725
Namibia,África,1957,esperanza_de_vida,45.226
Namibia,África,1962,esperanza_de_vida,48.386
Namibia,África,1967,esperanza_de_vida,51.159
Namibia,África,1972,esperanza_de_vida,53.867
Namibia,África,1977,esperanza_de_vida,56.437
Namibia,África,1982,esperanza_de_vida,58.968
Namibia,África,1987,esperanza_de_vida,60.835
Namibia,África,1992,esperanza_de_vida,61.999
Namibia,África,1997,esperanza_de_vida,58.909
Namibia,África,2002,esperanza_de_vida,51.479
Namibia,África,2007,esperanza_de_vida,52.906
Nepal,Asia,1952,esperanza_de_vida,36.157
Nepal,Asia,1957,esperanza_de_vida,37.686
Nepal,Asia,1962,esperanza_de_vida,39.393
Nepal,Asia,1967,esperanza_de_vida,41.472
Nepal,Asia,1972,esperanza_de_vida,43.971
Nepal,Asia,1977,esperanza_de_vida,46.748
Nepal,Asia,1982,esperanza_de_vida,49.594
Nepal,Asia,1987,esperanza_de_vida,52.537
Nepal,Asia,1992,esperanza_de_vida,55.727
Nepal,Asia,1997,esperanza_de_vida,59.426
Nepal,Asia,2002,esperanza_de_vida,61.34
Nepal,Asia,2007,esperanza_de_vida,63.785
Países Bajos,Europa,1952,esperanza_de_vida,72.13
Países Bajos,Europa,1957,esperanza_de_vida,72.99
Países Bajos,Europa,1962,esperanza_de_vida,73.23
Países Bajos,Europa,1967,esperanza_de_vida,73.82
Países Bajos,Europa,1972,esperanza_de_vida,73.75
Países Bajos,Europa,1977,esperanza_de_vida,75.24
Países Bajos,Europa,1982,esperanza_de_vida,76.05
Países Bajos,Europa,1987,esperanza_de_vida,76.83
Países Bajos,Europa,1992,esperanza_de_vida,77.42
Países Bajos,Europa,1997,esperanza_de_vida,78.03
Países Bajos,Europa,2002,esperanza_de_vida,78.53
Países Bajos,Europa,2007,esperanza_de_vida,79.762
Nueva Zelanda,Oceanía,1952,esperanza_de_vida,69.39
Nueva Zelanda,Oceanía,1957,esperanza_de_vida,70.26
Nueva Zelanda,Oceanía,1962,esperanza_de_vida,71.24
Nueva Zelanda,Oceanía,1967,esperanza_de_vida,71.52
Nueva Zelanda,Oceanía,1972,esperanza_de_vida,71.89
Nueva Zelanda,Oceanía,1977,esperanza_de_vida,72.22
Nueva Zelanda,Oceanía,1982,esperanza_de_vida,73.84
Nueva Zelanda,Oceanía,1987,esperanza_de_vida,74.32
Nueva Zelanda,Oceanía,1992,esperanza_de_vida,76.33
Nueva Zelanda,Oceanía,1997,esperanza_de_vida,77.55
Nueva Zelanda,Oceanía,2002,esperanza_de_vida,79.11
Nueva Zelanda,Oceanía,2007,esperanza_de_vida,80.204
Nicaragua,Américas,1952,esperanza_de_vida,42.314
Nicaragua,Américas,1957,esperanza_de_vida,45.432
Nicaragua,Américas,1962,esperanza_de_vida,48.632
Nicaragua,Américas,1967,esperanza_de_vida,51.884
Nicaragua,Américas,1972,esperanza_de_vida,55.151
Nicaragua,Américas,1977,esperanza_de_vida,57.47
Nicaragua,Américas,1982,esperanza_de_vida,59.298
Nicaragua,Américas,1987,esperanza_de_vida,62.008
Nicaragua,Américas,1992,esperanza_de_vida,65.843
Nicaragua,Américas,1997,esperanza_de_vida,68.426
Nicaragua,Américas,2002,esperanza_de_vida,70.836
Nicaragua,Américas,2007,esperanza_de_vida,72.899
Niger,África,1952,esperanza_de_vida,37.444
Niger,África,1957,esperanza_de_vida,38.598
Niger,África,1962,esperanza_de_vida,39.487
Niger,África,1967,esperanza_de_vida,40.118
Niger,África,1972,esperanza_de_vida,40.546
Niger,África,1977,esperanza_de_vida,41.291
Niger,África,1982,esperanza_de_vida,42.598
Niger,África,1987,esperanza_de_vida,44.555
Niger,África,1992,esperanza_de_vida,47.391
Niger,África,1997,esperanza_de_vida,51.313
Niger,África,2002,esperanza_de_vida,54.496
Niger,África,2007,esperanza_de_vida,56.867
Nigeria,África,1952,esperanza_de_vida,36.324
Nigeria,África,1957,esperanza_de_vida,37.802
Nigeria,África,1962,esperanza_de_vida,39.36
Nigeria,África,1967,esperanza_de_vida,41.04
Nigeria,África,1972,esperanza_de_vida,42.821
Nigeria,África,1977,esperanza_de_vida,44.514
Nigeria,África,1982,esperanza_de_vida,45.826
Nigeria,África,1987,esperanza_de_vida,46.886
Nigeria,África,1992,esperanza_de_vida,47.472
Nigeria,África,1997,esperanza_de_vida,47.464
Nigeria,África,2002,esperanza_de_vida,46.608
Nigeria,África,2007,esperanza_de_vida,46.859
Noruega,Europa,1952,esperanza_de_vida,72.67
Noruega,Europa,1957,esperanza_de_vida,73.44
Noruega,Europa,1962,esperanza_de_vida,73.47
Noruega,Europa,1967,esperanza_de_vida,74.08
Noruega,Europa,1972,esperanza_de_vida,74.34
Noruega,Europa,1977,esperanza_de_vida,75.37
Noruega,Europa,1982,esperanza_de_vida,75.97
Noruega,Europa,1987,esperanza_de_vida,75.89
Noruega,Europa,1992,esperanza_de_vida,77.32
Noruega,Europa,1997,esperanza_de_vida,78.32
Noruega,Europa,2002,esperanza_de_vida,79.05
Noruega,Europa,2007,esperanza_de_vida,80.196
Omán,Asia,1952,esperanza_de_vida,37.578
Omán,Asia,1957,esperanza_de_vida,40.08
Omán,Asia,1962,esperanza_de_vida,43.165
Omán,Asia,1967,esperanza_de_vida,46.988
Omán,Asia,1972,esperanza_de_vida,52.143
Omán,Asia,1977,esperanza_de_vida,57.367
Omán,Asia,1982,esperanza_de_vida,62.728
Omán,Asia,1987,esperanza_de_vida,67.734
Omán,Asia,1992,esperanza_de_vida,71.197
Omán,Asia,1997,esperanza_de_vida,72.499
Omán,Asia,2002,esperanza_de_vida,74.193
Omán,Asia,2007,esperanza_de_vida,75.64
Pakistán,Asia,1952,esperanza_de_vida,43.436
Pakistán,Asia,1957,esperanza_de_vida,45.557
Pakistán,Asia,1962,esperanza_de_vida,47.67
Pakistán,Asia,1967,esperanza_de_vida,49.8
Pakistán,Asia,1972,esperanza_de_vida,51.929
Pakistán,Asia,1977,esperanza_de_vida,54.043
Pakistán,Asia,1982,esperanza_de_vida,56.158
Pakistán,Asia,1987,esperanza_de_vida,58.245
Pakistán,Asia,1992,esperanza_de_vida,60.838
Pakistán,Asia,1997,esperanza_de_vida,61.818
Pakistán,Asia,2002,esperanza_de_vida,63.61
Pakistán,Asia,2007,esperanza_de_vida,65.483
Panamá,Américas,1952,esperanza_de_vida,55.191
Panamá,Américas,1957,esperanza_de_vida,59.201
Panamá,Américas,1962,esperanza_de_vida,61.817
Panamá,Américas,1967,esperanza_de_vida,64.071
Panamá,Américas,1972,esperanza_de_vida,66.216
Panamá,Américas,1977,esperanza_de_vida,68.681
Panamá,Américas,1982,esperanza_de_vida,70.472
Panamá,Américas,1987,esperanza_de_vida,71.523
Panamá,Américas,1992,esperanza_de_vida,72.462
Panamá,Américas,1997,esperanza_de_vida,73.738
Panamá,Américas,2002,esperanza_de_vida,74.712
Panamá,Américas,2007,esperanza_de_vida,75.537
Paraguay,Américas,1952,esperanza_de_vida,62.649
Paraguay,Américas,1957,esperanza_de_vida,63.196
Paraguay,Américas,1962,esperanza_de_vida,64.361
Paraguay,Américas,1967,esperanza_de_vida,64.951
Paraguay,Américas,1972,esperanza_de_vida,65.815
Paraguay,Américas,1977,esperanza_de_vida,66.353
Paraguay,Américas,1982,esperanza_de_vida,66.874
Paraguay,Américas,1987,esperanza_de_vida,67.378
Paraguay,Américas,1992,esperanza_de_vida,68.225
Paraguay,Américas,1997,esperanza_de_vida,69.4
Paraguay,Américas,2002,esperanza_de_vida,70.755
Paraguay,Américas,2007,esperanza_de_vida,71.752
Perú,Américas,1952,esperanza_de_vida,43.902
Perú,Américas,1957,esperanza_de_vida,46.263
Perú,Américas,1962,esperanza_de_vida,49.096
Perú,Américas,1967,esperanza_de_vida,51.445
Perú,Américas,1972,esperanza_de_vida,55.448
Perú,Américas,1977,esperanza_de_vida,58.447
Perú,Américas,1982,esperanza_de_vida,61.406
Perú,Américas,1987,esperanza_de_vida,64.134
Perú,Américas,1992,esperanza_de_vida,66.458
Perú,Américas,1997,esperanza_de_vida,68.386
Perú,Américas,2002,esperanza_de_vida,69.906
Perú,Américas,2007,esperanza_de_vida,71.421
Filipinas,Asia,1952,esperanza_de_vida,47.752
Filipinas,Asia,1957,esperanza_de_vida,51.334
Filipinas,Asia,1962,esperanza_de_vida,54.757
Filipinas,Asia,1967,esperanza_de_vida,56.393
Filipinas,Asia,1972,esperanza_de_vida,58.065
Filipinas,Asia,1977,esperanza_de_vida,60.06
Filipinas,Asia,1982,esperanza_de_vida,62.082
Filipinas,Asia,1987,esperanza_de_vida,64.151
Filipinas,Asia,1992,esperanza_de_vida,66.458
Filipinas,Asia,1997,esperanza_de_vida,68.564
Filipinas,Asia,2002,esperanza_de_vida,70.303
Filipinas,Asia,2007,esperanza_de_vida,71.688
Polonia,Europa,1952,esperanza_de_vida,61.31
Polonia,Europa,1957,esperanza_de_vida,65.77
Polonia,Europa,1962,esperanza_de_vida,67.64
Polonia,Europa,1967,esperanza_de_vida,69.61
Polonia,Europa,1972,esperanza_de_vida,70.85
Polonia,Europa,1977,esperanza_de_vida,70.67
Polonia,Europa,1982,esperanza_de_vida,71.32
Polonia,Europa,1987,esperanza_de_vida,70.98
Polonia,Europa,1992,esperanza_de_vida,70.99
Polonia,Europa,1997,esperanza_de_vida,72.75
Polonia,Europa,2002,esperanza_de_vida,74.67
Polonia,Europa,2007,esperanza_de_vida,75.563
Portugal,Europa,1952,esperanza_de_vida,59.82
Portugal,Europa,1957,esperanza_de_vida,61.51
Portugal,Europa,1962,esperanza_de_vida,64.39
Portugal,Europa,1967,esperanza_de_vida,66.6
Portugal,Europa,1972,esperanza_de_vida,69.26
Portugal,Europa,1977,esperanza_de_vida,70.41
Portugal,Europa,1982,esperanza_de_vida,72.77
Portugal,Europa,1987,esperanza_de_vida,74.06
Portugal,Europa,1992,esperanza_de_vida,74.86
Portugal,Europa,1997,esperanza_de_vida,75.97
Portugal,Europa,2002,esperanza_de_vida,77.29
Portugal,Europa,2007,esperanza_de_vida,78.098
Puerto Rico,Américas,1952,esperanza_de_vida,64.28
Puerto Rico,Américas,1957,esperanza_de_vida,68.54
Puerto Rico,Américas,1962,esperanza_de_vida,69.62
Puerto Rico,Américas,1967,esperanza_de_vida,71.1
Puerto Rico,Américas,1972,esperanza_de_vida,72.16
Puerto Rico,Américas,1977,esperanza_de_vida,73.44
Puerto Rico,Américas,1982,esperanza_de_vida,73.75
Puerto Rico,Américas,1987,esperanza_de_vida,74.63
Puerto Rico,Américas,1992,esperanza_de_vida,73.911
Puerto Rico,Américas,1997,esperanza_de_vida,74.917
Puerto Rico,Américas,2002,esperanza_de_vida,77.778
Puerto Rico,Américas,2007,esperanza_de_vida,78.746
Reunión,África,1952,esperanza_de_vida,52.724
Reunión,África,1957,esperanza_de_vida,55.09
Reunión,África,1962,esperanza_de_vida,57.666
Reunión,África,1967,esperanza_de_vida,60.542
Reunión,África,1972,esperanza_de_vida,64.274
Reunión,África,1977,esperanza_de_vida,67.064
Reunión,África,1982,esperanza_de_vida,69.885
Reunión,África,1987,esperanza_de_vida,71.913
Reunión,África,1992,esperanza_de_vida,73.615
Reunión,África,1997,esperanza_de_vida,74.772
Reunión,África,2002,esperanza_de_vida,75.744
Reunión,África,2007,esperanza_de_vida,76.442
Rumania,Europa,1952,esperanza_de_vida,61.05
Rumania,Europa,1957,esperanza_de_vida,64.1
Rumania,Europa,1962,esperanza_de_vida,66.8
Rumania,Europa,1967,esperanza_de_vida,66.8
Rumania,Europa,1972,esperanza_de_vida,69.21
Rumania,Europa,1977,esperanza_de_vida,69.46
Rumania,Europa,1982,esperanza_de_vida,69.66
Rumania,Europa,1987,esperanza_de_vida,69.53
Rumania,Europa,1992,esperanza_de_vida,69.36
Rumania,Europa,1997,esperanza_de_vida,69.72
Rumania,Europa,2002,esperanza_de_vida,71.322
Rumania,Europa,2007,esperanza_de_vida,72.476
Ruanda,África,1952,esperanza_de_vida,40
Ruanda,África,1957,esperanza_de_vida,41.5
Ruanda,África,1962,esperanza_de_vida,43
Ruanda,África,1967,esperanza_de_vida,44.1
Ruanda,África,1972,esperanza_de_vida,44.6
Ruanda,África,1977,esperanza_de_vida,45
Ruanda,África,1982,esperanza_de_vida,46.218
Ruanda,África,1987,esperanza_de_vida,44.02
Ruanda,África,1992,esperanza_de_vida,23.599
Ruanda,África,1997,esperanza_de_vida,36.087
Ruanda,África,2002,esperanza_de_vida,43.413
Ruanda,África,2007,esperanza_de_vida,46.242
Santo Tomé y Príncipe,África,1952,esperanza_de_vida,46.471
Santo Tomé y Príncipe,África,1957,esperanza_de_vida,48.945
Santo Tomé y Príncipe,África,1962,esperanza_de_vida,51.893
Santo Tomé y Príncipe,África,1967,esperanza_de_vida,54.425
Santo Tomé y Príncipe,África,1972,esperanza_de_vida,56.48
Santo Tomé y Príncipe,África,1977,esperanza_de_vida,58.55
Santo Tomé y Príncipe,África,1982,esperanza_de_vida,60.351
Santo Tomé y Príncipe,África,1987,esperanza_de_vida,61.728
Santo Tomé y Príncipe,África,1992,esperanza_de_vida,62.742
Santo Tomé y Príncipe,África,1997,esperanza_de_vida,63.306
Santo Tomé y Príncipe,África,2002,esperanza_de_vida,64.337
Santo Tomé y Príncipe,África,2007,esperanza_de_vida,65.528
Arabia Saudita,Asia,1952,esperanza_de_vida,39.875
Arabia Saudita,Asia,1957,esperanza_de_vida,42.868
Arabia Saudita,Asia,1962,esperanza_de_vida,45.914
Arabia Saudita,Asia,1967,esperanza_de_vida,49.901
Arabia Saudita,Asia,1972,esperanza_de_vida,53.886
Arabia Saudita,Asia,1977,esperanza_de_vida,58.69
Arabia Saudita,Asia,1982,esperanza_de_vida,63.012
Arabia Saudita,Asia,1987,esperanza_de_vida,66.295
Arabia Saudita,Asia,1992,esperanza_de_vida,68.768
Arabia Saudita,Asia,1997,esperanza_de_vida,70.533
Arabia Saudita,Asia,2002,esperanza_de_vida,71.626
Arabia Saudita,Asia,2007,esperanza_de_vida,72.777
Senegal,África,1952,esperanza_de_vida,37.278
Senegal,África,1957,esperanza_de_vida,39.329
Senegal,África,1962,esperanza_de_vida,41.454
Senegal,África,1967,esperanza_de_vida,43.563
Senegal,África,1972,esperanza_de_vida,45.815
Senegal,África,1977,esperanza_de_vida,48.879
Senegal,África,1982,esperanza_de_vida,52.379
Senegal,África,1987,esperanza_de_vida,55.769
Senegal,África,1992,esperanza_de_vida,58.196
Senegal,África,1997,esperanza_de_vida,60.187
Senegal,África,2002,esperanza_de_vida,61.6
Senegal,África,2007,esperanza_de_vida,63.062
Serbia,Europa,1952,esperanza_de_vida,57.996
Serbia,Europa,1957,esperanza_de_vida,61.685
Serbia,Europa,1962,esperanza_de_vida,64.531
Serbia,Europa,1967,esperanza_de_vida,66.914
Serbia,Europa,1972,esperanza_de_vida,68.7
Serbia,Europa,1977,esperanza_de_vida,70.3
Serbia,Europa,1982,esperanza_de_vida,70.162
Serbia,Europa,1987,esperanza_de_vida,71.218
Serbia,Europa,1992,esperanza_de_vida,71.659
Serbia,Europa,1997,esperanza_de_vida,72.232
Serbia,Europa,2002,esperanza_de_vida,73.213
Serbia,Europa,2007,esperanza_de_vida,74.002
Sierra Leona,África,1952,esperanza_de_vida,30.331
Sierra Leona,África,1957,esperanza_de_vida,31.57
Sierra Leona,África,1962,esperanza_de_vida,32.767
Sierra Leona,África,1967,esperanza_de_vida,34.113
Sierra Leona,África,1972,esperanza_de_vida,35.4
Sierra Leona,África,1977,esperanza_de_vida,36.788
Sierra Leona,África,1982,esperanza_de_vida,38.445
Sierra Leona,África,1987,esperanza_de_vida,40.006
Sierra Leona,África,1992,esperanza_de_vida,38.333
Sierra Leona,África,1997,esperanza_de_vida,39.897
Sierra Leona,África,2002,esperanza_de_vida,41.012
Sierra Leona,África,2007,esperanza_de_vida,42.568
Singapur,Asia,1952,esperanza_de_vida,60.396
Singapur,Asia,1957,esperanza_de_vida,63.179
Singapur,Asia,1962,esperanza_de_vida,65.798
Singapur,Asia,1967,esperanza_de_vida,67.946
Singapur,Asia,1972,esperanza_de_vida,69.521
Singapur,Asia,1977,esperanza_de_vida,70.795
Singapur,Asia,1982,esperanza_de_vida,71.76
Singapur,Asia,1987,esperanza_de_vida,73.56
Singapur,Asia,1992,esperanza_de_vida,75.788
Singapur,Asia,1997,esperanza_de_vida,77.158
Singapur,Asia,2002,esperanza_de_vida,78.77
Singapur,Asia,2007,esperanza_de_vida,79.972
Eslovaquia,Europa,1952,esperanza_de_vida,64.36
Eslovaquia,Europa,1957,esperanza_de_vida,67.45
Eslovaquia,Europa,1962,esperanza_de_vida,70.33
Eslovaquia,Europa,1967,esperanza_de_vida,70.98
Eslovaquia,Europa,1972,esperanza_de_vida,70.35
Eslovaquia,Europa,1977,esperanza_de_vida,70.45
Eslovaquia,Europa,1982,esperanza_de_vida,70.8
Eslovaquia,Europa,1987,esperanza_de_vida,71.08
Eslovaquia,Europa,1992,esperanza_de_vida,71.38
Eslovaquia,Europa,1997,esperanza_de_vida,72.71
Eslovaquia,Europa,2002,esperanza_de_vida,73.8
Eslovaquia,Europa,2007,esperanza_de_vida,74.663
Eslovenia,Europa,1952,esperanza_de_vida,65.57
Eslovenia,Europa,1957,esperanza_de_vida,67.85
Eslovenia,Europa,1962,esperanza_de_vida,69.15
Eslovenia,Europa,1967,esperanza_de_vida,69.18
Eslovenia,Europa,1972,esperanza_de_vida,69.82
Eslovenia,Europa,1977,esperanza_de_vida,70.97
Eslovenia,Europa,1982,esperanza_de_vida,71.063
Eslovenia,Europa,1987,esperanza_de_vida,72.25
Eslovenia,Europa,1992,esperanza_de_vida,73.64
Eslovenia,Europa,1997,esperanza_de_vida,75.13
Eslovenia,Europa,2002,esperanza_de_vida,76.66
Eslovenia,Europa,2007,esperanza_de_vida,77.926
Somalia,África,1952,esperanza_de_vida,32.978
Somalia,África,1957,esperanza_de_vida,34.977
Somalia,África,1962,esperanza_de_vida,36.981
Somalia,África,1967,esperanza_de_vida,38.977
Somalia,África,1972,esperanza_de_vida,40.973
Somalia,África,1977,esperanza_de_vida,41.974
Somalia,África,1982,esperanza_de_vida,42.955
Somalia,África,1987,esperanza_de_vida,44.501
Somalia,África,1992,esperanza_de_vida,39.658
Somalia,África,1997,esperanza_de_vida,43.795
Somalia,África,2002,esperanza_de_vida,45.936
Somalia,África,2007,esperanza_de_vida,48.159
Sudáfrica,África,1952,esperanza_de_vida,45.009
Sudáfrica,África,1957,esperanza_de_vida,47.985
Sudáfrica,África,1962,esperanza_de_vida,49.951
Sudáfrica,África,1967,esperanza_de_vida,51.927
Sudáfrica,África,1972,esperanza_de_vida,53.696
Sudáfrica,África,1977,esperanza_de_vida,55.527
Sudáfrica,África,1982,esperanza_de_vida,58.161
Sudáfrica,África,1987,esperanza_de_vida,60.834
Sudáfrica,África,1992,esperanza_de_vida,61.888
Sudáfrica,África,1997,esperanza_de_vida,60.236
Sudáfrica,África,2002,esperanza_de_vida,53.365
Sudáfrica,África,2007,esperanza_de_vida,49.339
España,Europa,1952,esperanza_de_vida,64.94
España,Europa,1957,esperanza_de_vida,66.66
España,Europa,1962,esperanza_de_vida,69.69
España,Europa,1967,esperanza_de_vida,71.44
España,Europa,1972,esperanza_de_vida,73.06
España,Europa,1977,esperanza_de_vida,74.39
España,Europa,1982,esperanza_de_vida,76.3
España,Europa,1987,esperanza_de_vida,76.9
España,Europa,1992,esperanza_de_vida,77.57
España,Europa,1997,esperanza_de_vida,78.77
España,Europa,2002,esperanza_de_vida,79.78
España,Europa,2007,esperanza_de_vida,80.941
Sri Lanka,Asia,1952,esperanza_de_vida,57.593
Sri Lanka,Asia,1957,esperanza_de_vida,61.456
Sri Lanka,Asia,1962,esperanza_de_vida,62.192
Sri Lanka,Asia,1967,esperanza_de_vida,64.266
Sri Lanka,Asia,1972,esperanza_de_vida,65.042
Sri Lanka,Asia,1977,esperanza_de_vida,65.949
Sri Lanka,Asia,1982,esperanza_de_vida,68.757
Sri Lanka,Asia,1987,esperanza_de_vida,69.011
Sri Lanka,Asia,1992,esperanza_de_vida,70.379
Sri Lanka,Asia,1997,esperanza_de_vida,70.457
Sri Lanka,Asia,2002,esperanza_de_vida,70.815
Sri Lanka,Asia,2007,esperanza_de_vida,72.396
Sudán,África,1952,esperanza_de_vida,38.635
Sudán,África,1957,esperanza_de_vida,39.624
Sudán,África,1962,esperanza_de_vida,40.87
Sudán,África,1967,esperanza_de_vida,42.858
Sudán,África,1972,esperanza_de_vida,45.083
Sudán,África,1977,esperanza_de_vida,47.8
Sudán,África,1982,esperanza_de_vida,50.338
Sudán,África,1987,esperanza_de_vida,51.744
Sudán,África,1992,esperanza_de_vida,53.556
Sudán,África,1997,esperanza_de_vida,55.373
Sudán,África,2002,esperanza_de_vida,56.369
Sudán,África,2007,esperanza_de_vida,58.556
Swazilandia,África,1952,esperanza_de_vida,41.407
Swazilandia,África,1957,esperanza_de_vida,43.424
Swazilandia,África,1962,esperanza_de_vida,44.992
Swazilandia,África,1967,esperanza_de_vida,46.633
Swazilandia,África,1972,esperanza_de_vida,49.552
Swazilandia,África,1977,esperanza_de_vida,52.537
Swazilandia,África,1982,esperanza_de_vida,55.561
Swazilandia,África,1987,esperanza_de_vida,57.678
Swazilandia,África,1992,esperanza_de_vida,58.474
Swazilandia,África,1997,esperanza_de_vida,54.289
Swazilandia,África,2002,esperanza_de_vida,43.869
Swazilandia,África,2007,esperanza_de_vida,39.613
Suecia,Europa,1952,esperanza_de_vida,71.86
Suecia,Europa,1957,esperanza_de_vida,72.49
Suecia,Europa,1962,esperanza_de_vida,73.37
Suecia,Europa,1967,esperanza_de_vida,74.16
Suecia,Europa,1972,esperanza_de_vida,74.72
Suecia,Europa,1977,esperanza_de_vida,75.44
Suecia,Europa,1982,esperanza_de_vida,76.42
Suecia,Europa,1987,esperanza_de_vida,77.19
Suecia,Europa,1992,esperanza_de_vida,78.16
Suecia,Europa,1997,esperanza_de_vida,79.39
Suecia,Europa,2002,esperanza_de_vida,80.04
Suecia,Europa,2007,esperanza_de_vida,80.884
Suiza,Europa,1952,esperanza_de_vida,69.62
Suiza,Europa,1957,esperanza_de_vida,70.56
Suiza,Europa,1962,esperanza_de_vida,71.32
Suiza,Europa,1967,esperanza_de_vida,72.77
Suiza,Europa,1972,esperanza_de_vida,73.78
Suiza,Europa,1977,esperanza_de_vida,75.39
Suiza,Europa,1982,esperanza_de_vida,76.21
Suiza,Europa,1987,esperanza_de_vida,77.41
Suiza,Europa,1992,esperanza_de_vida,78.03
Suiza,Europa,1997,esperanza_de_vida,79.37
Suiza,Europa,2002,esperanza_de_vida,80.62
Suiza,Europa,2007,esperanza_de_vida,81.701
Siria,Asia,1952,esperanza_de_vida,45.883
Siria,Asia,1957,esperanza_de_vida,48.284
Siria,Asia,1962,esperanza_de_vida,50.305
Siria,Asia,1967,esperanza_de_vida,53.655
Siria,Asia,1972,esperanza_de_vida,57.296
Siria,Asia,1977,esperanza_de_vida,61.195
Siria,Asia,1982,esperanza_de_vida,64.59
Siria,Asia,1987,esperanza_de_vida,66.974
Siria,Asia,1992,esperanza_de_vida,69.249
Siria,Asia,1997,esperanza_de_vida,71.527
Siria,Asia,2002,esperanza_de_vida,73.053
Siria,Asia,2007,esperanza_de_vida,74.143
"Taiwán, China",Asia,1952,esperanza_de_vida,58.5
"Taiwán, China",Asia,1957,esperanza_de_vida,62.4
"Taiwán, China",Asia,1962,esperanza_de_vida,65.2
"Taiwán, China",Asia,1967,esperanza_de_vida,67.5
"Taiwán, China",Asia,1972,esperanza_de_vida,69.39
"Taiwán, China",Asia,1977,esperanza_de_vida,70.59
"Taiwán, China",Asia,1982,esperanza_de_vida,72.16
"Taiwán, China",Asia,1987,esperanza_de_vida,73.4
"Taiwán, China",Asia,1992,esperanza_de_vida,74.26
"Taiwán, China",Asia,1997,esperanza_de_vida,75.25
"Taiwán, China",Asia,2002,esperanza_de_vida,76.99
"Taiwán, China",Asia,2007,esperanza_de_vida,78.4
Tanzania,África,1952,esperanza_de_vida,41.215
Tanzania,África,1957,esperanza_de_vida,42.974
Tanzania,África,1962,esperanza_de_vida,44.246
Tanzania,África,1967,esperanza_de_vida,45.757
Tanzania,África,1972,esperanza_de_vida,47.62
Tanzania,África,1977,esperanza_de_vida,49.919
Tanzania,África,1982,esperanza_de_vida,50.608
Tanzania,África,1987,esperanza_de_vida,51.535
Tanzania,África,1992,esperanza_de_vida,50.44
Tanzania,África,1997,esperanza_de_vida,48.466
Tanzania,África,2002,esperanza_de_vida,49.651
Tanzania,África,2007,esperanza_de_vida,52.517
Tailandia,Asia,1952,esperanza_de_vida,50.848
Tailandia,Asia,1957,esperanza_de_vida,53.63
Tailandia,Asia,1962,esperanza_de_vida,56.061
Tailandia,Asia,1967,esperanza_de_vida,58.285
Tailandia,Asia,1972,esperanza_de_vida,60.405
Tailandia,Asia,1977,esperanza_de_vida,62.494
Tailandia,Asia,1982,esperanza_de_vida,64.597
Tailandia,Asia,1987,esperanza_de_vida,66.084
Tailandia,Asia,1992,esperanza_de_vida,67.298
Tailandia,Asia,1997,esperanza_de_vida,67.521
Tailandia,Asia,2002,esperanza_de_vida,68.564
Tailandia,Asia,2007,esperanza_de_vida,70.616
Togo,África,1952,esperanza_de_vida,38.596
Togo,África,1957,esperanza_de_vida,41.208
Togo,África,1962,esperanza_de_vida,43.922
Togo,África,1967,esperanza_de_vida,46.769
Togo,África,1972,esperanza_de_vida,49.759
Togo,África,1977,esperanza_de_vida,52.887
Togo,África,1982,esperanza_de_vida,55.471
Togo,África,1987,esperanza_de_vida,56.941
Togo,África,1992,esperanza_de_vida,58.061
Togo,África,1997,esperanza_de_vida,58.39
Togo,África,2002,esperanza_de_vida,57.561
Togo,África,2007,esperanza_de_vida,58.42
Trinidad y Tobago,Américas,1952,esperanza_de_vida,59.1
Trinidad y Tobago,Américas,1957,esperanza_de_vida,61.8
Trinidad y Tobago,Américas,1962,esperanza_de_vida,64.9
Trinidad y Tobago,Américas,1967,esperanza_de_vida,65.4
Trinidad y Tobago,Américas,1972,esperanza_de_vida,65.9
Trinidad y Tobago,Américas,1977,esperanza_de_vida,68.3
Trinidad y Tobago,Américas,1982,esperanza_de_vida,68.832
